id,elpsdm,ordfreq,ordcat,log_n24,log_rev24,log_revlast,prediction
5097,22,1,6,1.9459101490553132,4.330733340286331,2.772588722239781,0
5098,22,1,7,1.9459101490553132,4.553876891600541,3.258096538021482,0
5099,22,1,5,2.302585092994046,4.31748811353631,2.70805020110221,0
5100,22,1,6,1.3862943611198906,4.0943445622221,3.044522437723423,0
5101,22,1,7,1.6094379124341003,4.605170185988092,3.258096538021482,0
5102,22,1,6,1.9459101490553132,4.584967478670572,3.044522437723423,0
5103,22,1,6,1.0986122886681098,3.2188758248682006,2.772588722239781,0
5104,22,1,6,2.4849066497880004,4.941642422609304,3.044522437723423,0
5105,22,1,6,1.0986122886681098,3.8066624897703196,3.044522437723423,0
5106,22,1,6,1.791759469228055,4.007333185232471,2.772588722239781,0
5107,22,1,6,1.791759469228055,3.9512437185814275,2.772588722239781,0
5108,22,1,7,1.0986122886681098,4.174387269895637,3.258096538021482,0
5109,22,1,7,2.3978952727983707,5.25227342804663,3.332204510175204,0
5110,22,1,7,1.0986122886681098,3.8066624897703196,3.258096538021482,0
5111,22,1,7,2.6390573296152584,6.835184586147301,4.634728988229636,0
5112,22,1,6,1.6094379124341003,4.406719247264253,3.044522437723423,0
5113,22,1,6,2.302585092994046,5.030437921392435,2.772588722239781,0
5114,22,1,5,3.044522437723423,5.3706380281276624,2.3978952727983707,0
5115,22,1,7,2.0794415416798357,5.10594547390058,3.258096538021482,0
5116,22,1,7,1.9459101490553132,5.298317366548036,3.9318256327243257,0
5117,22,1,6,3.5263605246161616,6.276323889402844,3.044522437723423,0
5118,22,1,7,2.1972245773362196,4.983606621708336,3.258096538021482,0
5119,22,1,6,1.6094379124341003,4.143134726391533,2.772588722239781,0
5120,22,1,6,1.3862943611198906,4.007333185232471,2.833213344056216,0
5121,22,1,6,1.0986122886681098,3.332204510175204,2.833213344056216,0
5122,22,1,7,1.3862943611198906,4.127134385045092,3.4339872044851463,0
5123,22,1,6,2.1972245773362196,4.795790545596741,2.8903717578961645,0
5124,22,1,6,2.302585092994046,4.8283137373023015,3.044522437723423,0
5125,22,1,6,1.3862943611198906,4.0943445622221,2.9444389791664403,0
5126,22,1,5,3.1780538303479458,4.454347296253507,2.3978952727983707,0
5127,22,1,7,1.9459101490553132,5.19295685089021,3.258096538021482,0
5128,22,1,6,1.6094379124341003,4.204692619390966,2.8903717578961645,0
5129,22,2,6,1.791759469228055,4.51085950651685,2.70805020110221,0
5130,22,1,6,1.9459101490553132,4.983606621708336,3.2188758248682006,0
5131,22,1,5,3.2188758248682006,5.4510384535657,2.5649493574615367,0
5132,22,1,7,0.0,3.2188758248682006,3.258096538021482,0
5133,22,1,7,1.0986122886681098,4.3694478524670215,3.6375861597263857,0
5134,22,1,7,0.6931471805599453,3.8066624897703196,3.258096538021482,0
5135,22,1,7,0.6931471805599453,3.8066624897703196,3.258096538021482,0
5136,22,1,5,2.6390573296152584,4.867534450455582,2.3978952727983707,0
5137,22,1,6,1.6094379124341003,3.784189633918261,3.044522437723423,0
5138,22,1,6,1.9459101490553132,4.867534450455582,2.772588722239781,0
5139,22,1,6,1.6094379124341003,4.31748811353631,3.044522437723423,0
5140,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5141,21,1,7,0.6931471805599453,5.075173815233827,4.394449154672439,0
5142,21,2,6,2.1972245773362196,4.897839799950911,3.2188758248682006,0
5143,21,2,5,2.3978952727983707,4.406719247264253,2.1972245773362196,0
5144,21,1,6,2.3978952727983707,4.23410650459726,2.772588722239781,0
5145,21,1,6,2.0794415416798357,4.430816798843313,2.772588722239781,0
5146,21,1,7,2.1972245773362196,5.472270673671475,3.332204510175204,0
5147,21,1,7,1.3862943611198906,4.812184355372417,3.6109179126442243,0
5148,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5149,21,1,6,1.9459101490553132,4.356708826689592,2.9444389791664403,0
5150,21,1,5,2.8903717578961645,4.343805421853684,2.4849066497880004,0
5151,21,4,4,2.995732273553991,4.691989877940651,1.791759469228055,0
5152,21,1,7,1.9459101490553132,4.867534450455582,3.4339872044851463,0
5153,21,1,6,0.6931471805599453,3.4011973816621555,2.772588722239781,0
5154,21,1,6,0.0,2.995732273553991,3.044522437723423,0
5155,21,1,5,2.8903717578961645,5.062595033026967,2.3978952727983707,0
5156,21,1,7,1.6094379124341003,4.553876891600541,3.258096538021482,0
5157,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5158,21,1,7,0.0,3.2188758248682006,3.258096538021482,0
5159,21,1,7,0.0,3.4011973816621555,3.4339872044851463,0
5160,21,1,7,1.3862943611198906,4.04305126783455,3.258096538021482,0
5161,21,1,6,1.791759469228055,4.248495242049359,2.772588722239781,0
5162,21,1,6,0.6931471805599453,3.258096538021482,2.833213344056216,0
5163,21,1,6,1.6094379124341003,3.912023005428146,3.044522437723423,0
5164,21,1,6,2.9444389791664403,5.288267030694535,2.772588722239781,0
5165,21,1,6,1.9459101490553132,4.143134726391533,2.772588722239781,0
5166,21,2,7,2.995732273553991,5.3706380281276624,3.258096538021482,0
5167,21,1,6,0.6931471805599453,3.258096538021482,2.833213344056216,0
5168,21,1,7,1.6094379124341003,4.394449154672439,3.258096538021482,0
5169,21,1,7,0.6931471805599453,3.912023005428146,3.258096538021482,0
5170,21,1,5,2.833213344056216,4.882801922586371,2.3978952727983707,0
5171,21,1,7,2.302585092994046,5.472270673671475,3.4657359027997265,0
5172,21,1,6,1.6094379124341003,3.8501476017100584,2.772588722239781,0
5173,21,1,6,1.791759469228055,4.499809670330265,3.044522437723423,0
5174,21,1,6,1.3862943611198906,3.871201010907891,3.044522437723423,0
5175,21,2,6,0.6931471805599453,3.6888794541139363,3.044522437723423,0
5176,21,1,6,0.6931471805599453,3.258096538021482,2.833213344056216,0
5177,21,1,5,2.70805020110221,4.836281906951478,2.5649493574615367,0
5178,21,2,5,2.3978952727983707,4.700480365792417,2.5649493574615367,0
5179,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5180,21,1,7,1.6094379124341003,4.553876891600541,3.258096538021482,0
5181,21,1,5,2.772588722239781,4.605170185988092,2.3978952727983707,0
5182,21,1,6,2.302585092994046,4.430816798843313,2.8903717578961645,0
5183,21,1,6,1.6094379124341003,4.276666119016055,2.833213344056216,0
5184,21,3,5,2.4849066497880004,4.90527477843843,2.3978952727983707,0
5185,21,1,6,1.3862943611198906,4.127134385045092,3.044522437723423,0
5186,21,1,7,2.1972245773362196,5.10594547390058,3.258096538021482,0
5187,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5188,21,1,7,2.6390573296152584,5.579729825986222,3.58351893845611,0
5189,21,2,7,1.3862943611198906,4.382026634673881,3.258096538021482,0
5190,21,1,6,0.6931471805599453,3.6888794541139363,3.044522437723423,0
5191,21,1,7,2.0794415416798357,4.859812404361672,3.258096538021482,0
5192,21,2,6,2.6390573296152584,4.9344739331306915,2.3978952727983707,0
5193,21,2,5,2.302585092994046,4.465908118654584,2.5649493574615367,0
5194,21,1,6,1.9459101490553132,3.9889840465642745,2.772588722239781,0
5195,21,1,6,2.1972245773362196,3.6888794541139363,2.772588722239781,0
5196,21,3,4,2.5649493574615367,4.442651256490317,1.9459101490553132,0
5197,21,1,5,2.6390573296152584,4.812184355372417,2.3978952727983707,0
5198,21,1,6,0.6931471805599453,3.4965075614664802,3.044522437723423,0
5199,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5200,21,1,6,0.6931471805599453,3.2188758248682006,3.044522437723423,0
5201,21,1,7,0.0,3.2188758248682006,3.258096538021482,0
5202,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5203,21,1,6,1.791759469228055,4.110873864173311,2.833213344056216,0
5204,21,1,7,2.0794415416798357,5.332718793265369,3.4657359027997265,0
5205,21,1,6,1.791759469228055,4.2626798770413155,2.772588722239781,0
5206,21,1,7,2.302585092994046,4.442651256490317,3.258096538021482,0
5207,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5208,21,1,6,0.6931471805599453,3.2188758248682006,3.044522437723423,0
5209,21,1,6,0.0,2.995732273553991,3.044522437723423,0
5210,21,1,6,2.1972245773362196,4.418840607796598,2.772588722239781,0
5211,21,1,6,2.8903717578961645,5.393627546352362,2.772588722239781,0
5212,21,1,6,1.6094379124341003,4.219507705176107,3.044522437723423,0
5213,21,1,6,1.0986122886681098,3.713572066704308,2.772588722239781,0
5214,21,1,6,0.0,2.70805020110221,2.772588722239781,0
5215,21,1,6,1.0986122886681098,3.912023005428146,3.044522437723423,0
5216,21,1,6,2.3978952727983707,4.912654885736052,2.772588722239781,0
5217,21,1,6,1.0986122886681098,3.295836866004329,2.772588722239781,0
5218,21,1,6,0.0,2.995732273553991,3.044522437723423,0
5219,21,1,6,2.3978952727983707,4.795790545596741,2.772588722239781,0
5220,21,2,6,1.0986122886681098,3.8066624897703196,2.772588722239781,0
5221,21,1,6,0.0,2.995732273553991,3.044522437723423,0
5222,21,1,5,2.833213344056216,4.6443908991413725,2.3978952727983707,0
5223,21,1,6,2.0794415416798357,3.9889840465642745,2.833213344056216,0
5224,21,1,6,0.6931471805599453,2.995732273553991,2.772588722239781,0
5225,21,1,6,1.3862943611198906,3.912023005428146,3.044522437723423,0
5226,21,2,5,2.302585092994046,4.59511985013459,2.3978952727983707,0
5227,21,1,7,0.6931471805599453,3.5553480614894135,3.258096538021482,0
5228,21,1,6,1.0986122886681098,3.828641396489095,3.044522437723423,0
5229,21,1,7,0.0,3.2188758248682006,3.258096538021482,0
5230,21,1,6,0.6931471805599453,3.4011973816621555,3.044522437723423,0
5231,21,1,6,1.0986122886681098,3.5553480614894135,3.044522437723423,0
5232,21,2,5,2.302585092994046,5.159055299214529,2.3978952727983707,0
5233,21,1,7,2.8903717578961645,5.849324779946859,3.258096538021482,0
5234,21,1,6,1.791759469228055,3.6635616461296463,2.772588722239781,0
5235,21,1,6,0.6931471805599453,3.2188758248682006,3.044522437723423,0
5236,21,1,6,1.0986122886681098,3.6888794541139363,2.772588722239781,0
5237,21,1,6,1.791759469228055,4.204692619390966,2.772588722239781,0
5238,21,1,7,0.0,3.4011973816621555,3.4339872044851463,0
5239,21,2,6,1.0986122886681098,3.4011973816621555,2.772588722239781,0
5240,21,1,7,0.6931471805599453,3.912023005428146,3.258096538021482,0
5241,21,1,6,1.9459101490553132,4.110873864173311,2.833213344056216,0
5242,21,1,6,2.0794415416798357,4.700480365792417,2.833213344056216,0
5243,20,1,7,1.791759469228055,4.90527477843843,3.4339872044851463,0
5244,20,2,6,1.3862943611198906,4.04305126783455,3.044522437723423,0
5245,20,1,6,0.0,2.70805020110221,2.772588722239781,0
5246,20,1,7,0.0,3.2188758248682006,3.258096538021482,0
5247,20,2,5,2.70805020110221,4.812184355372417,2.70805020110221,0
5248,20,1,6,1.9459101490553132,4.394449154672439,2.772588722239781,0
5249,20,3,5,3.8918202981106265,6.186208623900494,2.3978952727983707,0
5250,20,1,5,2.8903717578961645,4.919980925828125,2.3978952727983707,0
5251,20,1,6,1.791759469228055,4.605170185988092,3.044522437723423,0
5252,20,3,4,3.4339872044851463,5.214935757608986,1.9459101490553132,0
5253,20,1,6,3.091042453358316,5.676753802268282,3.2188758248682006,0
5254,20,1,6,0.0,2.70805020110221,2.772588722239781,0
5255,20,1,5,2.70805020110221,4.897839799950911,2.5649493574615367,0
5256,20,1,6,1.3862943611198906,3.7376696182833684,2.772588722239781,0
5257,20,2,7,2.302585092994046,5.153291594497779,3.258096538021482,0
5258,20,1,5,2.772588722239781,5.205708534815374,2.3978952727983707,0
5259,20,1,5,2.995732273553991,5.58724865840025,2.70805020110221,0
5260,20,2,6,1.6094379124341003,4.110873864173311,2.772588722239781,0
5261,20,1,5,3.4011973816621555,5.605802066295998,2.3978952727983707,0
5262,20,2,5,2.70805020110221,5.135798437050262,2.3978952727983707,0
5263,20,1,7,0.0,3.2188758248682006,3.258096538021482,0
5264,20,4,7,3.4339872044851463,5.988961416889864,3.044522437723423,0
5265,20,1,6,0.6931471805599453,3.4011973816621555,3.044522437723423,0
5266,20,2,5,2.4849066497880004,4.852030263919617,2.5649493574615367,0
5267,20,1,6,1.0986122886681098,3.58351893845611,2.772588722239781,0
5268,20,1,7,0.0,3.2188758248682006,3.258096538021482,0
5269,20,2,7,2.5649493574615367,5.308267697401205,3.4339872044851463,0
5270,20,2,5,3.1780538303479458,4.976733742420574,1.791759469228055,0
5271,20,4,6,3.784189633918261,6.398594934535208,2.833213344056216,0
5272,20,2,6,1.3862943611198906,3.871201010907891,1.9459101490553132,0
5273,20,1,7,0.6931471805599453,4.007333185232471,3.4339872044851463,0
5274,20,2,5,2.995732273553991,5.017279836814924,2.70805020110221,0
5275,20,1,6,0.6931471805599453,3.4657359027997265,2.8903717578961645,0
5276,20,1,6,1.791759469228055,4.276666119016055,3.044522437723423,0
5277,20,3,6,2.5649493574615367,4.941642422609304,2.9444389791664403,0
5278,20,1,6,2.302585092994046,4.983606621708336,3.044522437723423,0
5279,20,1,6,0.0,3.091042453358316,3.1354942159291497,0
5280,20,3,7,1.9459101490553132,4.51085950651685,2.772588722239781,0
5281,20,1,6,2.5649493574615367,5.135798437050262,2.833213344056216,0
5282,20,1,6,0.6931471805599453,3.6888794541139363,3.044522437723423,0
5283,20,1,6,2.833213344056216,5.3230099791384085,3.044522437723423,0
5284,20,1,6,1.9459101490553132,5.043425116919247,3.044522437723423,0
5285,20,1,5,2.772588722239781,4.700480365792417,2.3978952727983707,0
5286,20,1,7,1.791759469228055,5.1647859739235145,3.9318256327243257,0
5287,20,3,4,3.6635616461296463,5.337538079701318,1.791759469228055,0
5288,20,1,7,0.6931471805599453,3.912023005428146,3.258096538021482,0
5289,20,1,6,0.6931471805599453,3.2188758248682006,2.772588722239781,0
5290,20,1,7,1.3862943611198906,3.8501476017100584,3.258096538021482,0
5291,20,1,6,0.0,2.995732273553991,3.044522437723423,0
5292,20,2,6,2.3978952727983707,4.762173934797756,2.8903717578961645,0
5293,20,1,6,2.5649493574615367,5.017279836814924,3.044522437723423,0
5294,20,1,6,0.0,2.70805020110221,2.772588722239781,0
5295,20,1,6,0.0,2.70805020110221,2.772588722239781,0
5296,20,1,6,0.0,2.995732273553991,3.044522437723423,0
5297,20,2,7,2.3978952727983707,5.814130531825066,3.9318256327243257,0
5298,20,1,6,0.0,2.995732273553991,3.044522437723423,0
5299,20,1,6,1.791759469228055,3.970291913552122,2.772588722239781,0
5300,20,3,5,2.995732273553991,4.955827057601261,2.3978952727983707,0
5301,20,1,7,2.5649493574615367,5.552959584921617,3.4339872044851463,0
5302,20,3,4,3.6375861597263857,4.859812404361672,1.3862943611198906,0
5303,20,1,7,0.0,3.2188758248682006,3.258096538021482,0
5304,20,1,6,2.3978952727983707,5.111987788356544,2.995732273553991,0
5305,20,3,5,2.302585092994046,4.620452809519248,2.5649493574615367,0
5306,20,1,7,0.0,3.2188758248682006,3.258096538021482,0
5307,20,1,6,0.0,2.70805020110221,2.772588722239781,0
5308,20,1,6,2.4849066497880004,5.017279836814924,3.044522437723423,0
5309,20,1,5,2.8903717578961645,4.624972813284271,2.3978952727983707,0
5310,20,1,6,1.3862943611198906,3.6635616461296463,2.833213344056216,0
5311,20,1,5,3.1780538303479458,5.517452896464707,2.5649493574615367,0
5312,20,2,7,3.58351893845611,5.153291594497779,3.5263605246161616,0
5313,20,1,5,2.772588722239781,4.927253685157205,2.4849066497880004,0
5314,20,1,7,2.1972245773362196,5.093750200806762,3.367295829986474,0
5315,20,1,5,2.70805020110221,4.795790545596741,2.4849066497880004,0
5316,20,1,5,2.4849066497880004,5.043425116919247,2.70805020110221,0
5317,20,1,7,1.791759469228055,4.795790545596741,3.4965075614664802,0
5318,20,2,6,1.3862943611198906,4.007333185232471,2.772588722239781,0
5319,20,1,7,1.6094379124341003,4.248495242049359,3.258096538021482,0
5320,20,1,6,0.0,2.995732273553991,3.044522437723423,0
5321,20,1,5,3.044522437723423,5.117993812416755,2.3978952727983707,0
5322,20,1,6,0.6931471805599453,3.2188758248682006,3.044522437723423,0
5323,19,4,4,1.9459101490553132,3.5553480614894135,1.791759469228055,0
5324,19,1,6,2.6390573296152584,4.976733742420574,2.772588722239781,0
5325,19,3,5,1.791759469228055,3.828641396489095,2.3978952727983707,0
5326,19,1,6,2.4849066497880004,5.25227342804663,2.772588722239781,0
5327,19,1,6,1.3862943611198906,3.9889840465642745,3.044522437723423,0
5328,19,3,6,2.5649493574615367,5.170483995038151,2.833213344056216,0
5329,19,2,6,1.0986122886681098,3.4011973816621555,2.3978952727983707,0
5330,19,2,5,2.4849066497880004,4.77912349311153,2.4849066497880004,0
5331,19,1,6,1.9459101490553132,4.68213122712422,3.044522437723423,0
5332,19,1,7,2.3978952727983707,5.1298987149230735,3.713572066704308,0
5333,19,4,5,2.5649493574615367,4.74493212836325,2.302585092994046,0
5334,19,1,6,2.772588722239781,5.0369526024136295,3.044522437723423,0
5335,19,1,7,2.1972245773362196,5.0106352940962555,3.258096538021482,0
5336,19,3,6,2.302585092994046,4.852030263919617,2.70805020110221,0
5337,19,2,7,3.58351893845611,5.44673737166631,2.1972245773362196,0
5338,19,3,5,1.6094379124341003,3.7612001156935624,2.3978952727983707,0
5339,19,1,6,0.0,2.995732273553991,3.044522437723423,0
5340,19,4,4,2.833213344056216,4.248495242049359,1.791759469228055,0
5341,19,3,4,3.2188758248682006,5.049856007249537,1.791759469228055,0
5342,19,2,7,1.9459101490553132,5.117993812416755,3.9318256327243257,0
5343,19,1,6,0.6931471805599453,3.4011973816621555,3.044522437723423,0
5344,19,2,6,1.3862943611198906,3.4965075614664802,2.772588722239781,0
5345,19,2,6,2.302585092994046,4.736198448394496,2.772588722239781,0
5346,19,1,6,1.791759469228055,4.204692619390966,2.772588722239781,0
5347,19,1,7,2.302585092994046,5.093750200806762,3.258096538021482,0
5348,19,1,6,0.6931471805599453,3.7612001156935624,3.044522437723423,0
5349,19,3,4,3.2188758248682006,4.77912349311153,1.791759469228055,0
5350,19,1,6,1.791759469228055,4.204692619390966,2.772588722239781,0
5351,19,3,6,2.4849066497880004,5.0689042022202315,3.044522437723423,0
5352,19,1,6,1.6094379124341003,3.58351893845611,2.9444389791664403,0
5353,19,1,6,1.9459101490553132,4.499809670330265,2.772588722239781,0
5354,19,3,4,2.833213344056216,4.663439094112067,2.1972245773362196,0
5355,19,1,6,1.9459101490553132,4.276666119016055,2.772588722239781,0
5356,19,2,6,2.302585092994046,4.477336814478207,2.3978952727983707,0
5357,19,1,6,1.0986122886681098,3.4657359027997265,3.044522437723423,0
5358,19,2,5,3.044522437723423,5.056245805348308,2.5649493574615367,0
5359,19,1,7,0.6931471805599453,4.174387269895637,3.9318256327243257,0
5360,19,3,6,1.791759469228055,4.605170185988092,3.044522437723423,0
5361,19,2,6,1.0986122886681098,4.0943445622221,3.044522437723423,0
5362,19,2,6,1.0986122886681098,3.4657359027997265,2.772588722239781,0
5363,19,3,7,3.2188758248682006,6.192362489474872,3.258096538021482,0
5364,19,3,5,1.9459101490553132,3.9512437185814275,2.3978952727983707,0
5365,19,2,6,1.3862943611198906,3.8501476017100584,2.5649493574615367,0
5366,19,1,5,2.6390573296152584,4.59511985013459,2.5649493574615367,0
5367,19,1,6,0.6931471805599453,3.2188758248682006,2.772588722239781,0
5368,19,2,6,1.6094379124341003,4.330733340286331,3.044522437723423,0
5369,19,1,5,2.5649493574615367,5.117993812416755,2.3978952727983707,0
5370,19,1,6,1.3862943611198906,3.912023005428146,3.044522437723423,0
5371,19,2,6,1.9459101490553132,4.382026634673881,2.833213344056216,0
5372,19,2,7,1.9459101490553132,5.062595033026967,3.295836866004329,0
5373,19,1,6,0.6931471805599453,2.995732273553991,2.772588722239781,0
5374,19,2,6,1.0986122886681098,4.0943445622221,3.044522437723423,0
5375,19,3,5,2.0794415416798357,4.2626798770413155,2.3978952727983707,0
5376,19,3,7,1.6094379124341003,4.394449154672439,3.258096538021482,0
5377,19,1,6,1.9459101490553132,4.584967478670572,3.044522437723423,0
5378,19,2,6,2.0794415416798357,4.770684624465665,3.044522437723423,0
5379,19,1,6,2.3978952727983707,4.969813299576001,3.044522437723423,0
5380,18,1,6,0.0,3.1354942159291497,3.1780538303479458,0
5381,18,1,6,3.091042453358316,5.332718793265369,3.044522437723423,0
5382,18,2,5,2.9444389791664403,5.14166355650266,2.4849066497880004,0
5383,18,1,6,1.0986122886681098,3.4339872044851463,2.772588722239781,0
5384,18,1,6,0.0,2.70805020110221,2.772588722239781,0
5385,18,1,6,1.6094379124341003,4.406719247264253,3.044522437723423,0
5386,18,1,6,1.0986122886681098,3.4011973816621555,2.772588722239781,0
5387,18,2,6,1.3862943611198906,4.343805421853684,3.1780538303479458,0
5388,18,1,7,2.5649493574615367,5.25227342804663,3.258096538021482,0
